Timestamp,Input Text,Sentiment,Confidence
2024-01-27 16:12:00,"The service was acceptable, nothing more.",NEUTRAL,0.8
2024-10-26 21:37:00,"Customer service was fantastic, very helpful.",POSITIVE,0.96
2024-07-30 23:27:00,Unacceptable experience overall.,NEGATIVE,0.68
2024-09-11 05:29:00,The product exceeded my expectations!,POSITIVE,0.87
2024-01-27 18:56:00,I will definitely recommend this to others.,POSITIVE,0.92
2024-11-30 07:04:00,Unacceptable experience overall.,NEGATIVE,0.8
2024-02-20 16:15:00,This is the worst purchase I've made this year.,NEGATIVE,0.81
2024-11-15 21:16:00,"Customer service was decent, could be better.",NEUTRAL,0.77
2024-05-26 16:14:00,"I might consider buying again, not sure.",NEUTRAL,0.78
2024-07-22 06:22:00,I'm very disappointed with this.,NEGATIVE,0.74
2024-06-22 04:37:00,"Amazing experience, I loved every bit of it.",POSITIVE,0.95
2024-11-11 02:25:00,This product did not meet my expectations.,NEGATIVE,0.8
2024-06-11 12:24:00,"Brilliant service, keep up the good work!",POSITIVE,0.87
2024-07-04 14:05:00,"Terrible experience, I want a refund.",NEGATIVE,0.7
2024-11-26 02:22:00,"Terrible experience, I want a refund.",NEGATIVE,0.66
2024-08-26 02:07:00,"Average experience, not bad but not great.",NEUTRAL,0.83
2024-12-06 22:53:00,"The product was okay, nothing extraordinary.",NEUTRAL,0.76
2024-05-16 05:22:00,The product exceeded my expectations!,POSITIVE,0.93
2024-01-20 14:08:00,I'm very disappointed with this.,NEGATIVE,0.68
2024-02-12 06:38:00,This is the worst purchase I've made this year.,NEGATIVE,0.71
2024-02-17 05:40:00,"The product was okay, nothing extraordinary.",NEUTRAL,0.83
2024-07-23 14:34:00,I will definitely recommend this to others.,POSITIVE,0.96
2024-08-01 01:29:00,One star for the terrible support team.,NEGATIVE,0.72
2024-04-15 21:53:00,"Neutral experience, met basic expectations.",NEUTRAL,0.84
2024-04-09 22:26:00,"The product was okay, nothing extraordinary.",NEUTRAL,0.83
2024-12-12 13:50:00,Superb quality and value for money.,POSITIVE,0.95
2024-02-23 08:10:00,"An average product, nothing to rave about.",NEUTRAL,0.78
2024-08-11 08:45:00,Five stars for the excellent support team!,POSITIVE,0.92
2024-11-12 11:01:00,"I might consider buying again, not sure.",NEUTRAL,0.87
2024-04-01 23:13:00,"Horrible service, needs improvement.",NEGATIVE,0.7
2024-11-20 15:55:00,"Poor quality, not worth the money.",NEGATIVE,0.79
2024-01-31 09:26:00,This is the worst purchase I've made this year.,NEGATIVE,0.72
2024-12-25 10:56:00,"Top-notch, I'm very satisfied.",POSITIVE,0.99
2024-10-17 22:06:00,"Top-notch, I'm very satisfied.",POSITIVE,0.92
2024-09-30 09:23:00,"Customer service was fantastic, very helpful.",POSITIVE,0.89
2024-12-20 11:18:00,Five stars for the excellent support team!,POSITIVE,0.87
2024-10-15 06:33:00,The product exceeded my expectations!,POSITIVE,0.95
2024-06-10 16:48:00,Unacceptable experience overall.,NEGATIVE,0.73
2024-07-11 18:07:00,"It's fine, does the job.",NEUTRAL,0.76
2024-08-13 03:47:00,This is the best purchase I've made this year.,POSITIVE,0.9
2024-10-13 18:29:00,Customer service was unhelpful and rude.,NEGATIVE,0.65
2024-08-13 05:16:00,This is the worst purchase I've made this year.,NEGATIVE,0.69
2024-12-03 05:06:00,"It's fine, does the job.",NEUTRAL,0.75
2024-11-23 10:56:00,The product exceeded my expectations!,POSITIVE,0.89
2024-06-17 05:40:00,"It's fine, does the job.",NEUTRAL,0.76
2024-06-17 13:07:00,I will never buy from this company again.,NEGATIVE,0.84
2024-02-08 07:51:00,I will definitely recommend this to others.,POSITIVE,0.94
2024-06-16 00:28:00,This purchase was neither good nor bad.,NEUTRAL,0.89
2024-01-23 02:11:00,"The service was acceptable, nothing more.",NEUTRAL,0.87
2024-03-27 23:47:00,Customer service was unhelpful and rude.,NEGATIVE,0.73
2024-08-10 16:50:00,The product exceeded my expectations!,POSITIVE,0.96
2024-03-11 01:24:00,"Customer service was decent, could be better.",NEUTRAL,0.87
2024-03-21 13:38:00,"The service was acceptable, nothing more.",NEUTRAL,0.89
2024-03-02 16:07:00,"An average product, nothing to rave about.",NEUTRAL,0.85
2024-07-28 12:41:00,"The product was okay, nothing extraordinary.",NEUTRAL,0.76
2024-08-14 03:32:00,"Brilliant service, keep up the good work!",POSITIVE,0.91
2024-08-15 02:49:00,I will never buy from this company again.,NEGATIVE,0.74
2024-08-17 17:52:00,"It's fine, does the job.",NEUTRAL,0.84
2024-02-26 15:52:00,This is the worst purchase I've made this year.,NEGATIVE,0.67
2024-09-19 07:08:00,Five stars for the excellent support team!,POSITIVE,0.9
2024-10-07 09:07:00,"Customer service was fantastic, very helpful.",POSITIVE,0.93
2024-10-16 04:04:00,I'm very disappointed with this.,NEGATIVE,0.7
2024-01-22 20:15:00,Customer service was unhelpful and rude.,NEGATIVE,0.69
2024-04-01 11:15:00,Five stars for the excellent support team!,POSITIVE,0.96
2024-09-13 12:06:00,"Customer service was fantastic, very helpful.",POSITIVE,0.97
2024-02-24 05:46:00,This is the worst purchase I've made this year.,NEGATIVE,0.82
2024-10-10 11:24:00,I will never buy from this company again.,NEGATIVE,0.75
2024-05-18 06:53:00,I'm very disappointed with this.,NEGATIVE,0.81
2024-11-23 02:06:00,"Brilliant service, keep up the good work!",POSITIVE,0.88
2024-09-12 20:43:00,"Horrible service, needs improvement.",NEGATIVE,0.83
2024-12-23 09:56:00,This is the best purchase I've made this year.,POSITIVE,0.93
2024-11-21 06:43:00,"An average product, nothing to rave about.",NEUTRAL,0.88
2024-08-13 06:14:00,"Horrible service, needs improvement.",NEGATIVE,0.75
2024-06-24 01:33:00,Nothing special about this product.,NEUTRAL,0.81
2024-10-14 11:59:00,I'm very disappointed with this.,NEGATIVE,0.75
2024-12-01 18:56:00,This purchase was neither good nor bad.,NEUTRAL,0.78
2024-11-29 00:36:00,"Terrible experience, I want a refund.",NEGATIVE,0.68
2024-03-09 04:12:00,I will definitely recommend this to others.,POSITIVE,0.89
2024-11-24 19:52:00,"Neutral experience, met basic expectations.",NEUTRAL,0.81
2024-11-26 20:07:00,This is the best purchase I've made this year.,POSITIVE,0.86
2024-09-07 17:48:00,"Customer service was decent, could be better.",NEUTRAL,0.87
2024-04-05 12:52:00,"Amazing experience, I loved every bit of it.",POSITIVE,0.95
2024-01-17 06:11:00,"Horrible service, needs improvement.",NEGATIVE,0.79
2024-07-12 02:59:00,The product exceeded my expectations!,POSITIVE,0.92
2024-09-14 09:18:00,Five stars for the excellent support team!,POSITIVE,0.96
2024-08-17 12:03:00,This is the worst purchase I've made this year.,NEGATIVE,0.79
2024-04-11 17:30:00,"Top-notch, I'm very satisfied.",POSITIVE,0.96
2024-09-25 11:53:00,Superb quality and value for money.,POSITIVE,0.87
2024-01-27 21:26:00,The product exceeded my expectations!,POSITIVE,0.92
2024-06-11 12:14:00,"I might consider buying again, not sure.",NEUTRAL,0.9
2024-11-22 22:30:00,"The product was okay, nothing extraordinary.",NEUTRAL,0.87
2024-09-25 13:00:00,I will definitely recommend this to others.,POSITIVE,0.91
2024-10-28 17:49:00,"It's fine, does the job.",NEUTRAL,0.88
2024-02-14 15:08:00,"Top-notch, I'm very satisfied.",POSITIVE,0.9
2024-10-24 11:08:00,I'm very disappointed with this.,NEGATIVE,0.74
2024-08-05 06:27:00,Five stars for the excellent support team!,POSITIVE,0.88
2024-03-11 02:06:00,"Brilliant service, keep up the good work!",POSITIVE,0.9
2024-12-04 14:48:00,I'm very disappointed with this.,NEGATIVE,0.73
2024-06-21 00:44:00,"Poor quality, not worth the money.",NEGATIVE,0.72
2024-12-21 08:13:00,"Poor quality, not worth the money.",NEGATIVE,0.84
2024-02-29 00:23:00,"An average product, nothing to rave about.",NEUTRAL,0.83
2024-03-25 12:46:00,"The service was acceptable, nothing more.",NEUTRAL,0.9
2024-02-22 04:27:00,"The product was okay, nothing extraordinary.",NEUTRAL,0.78
2024-02-23 09:53:00,"The product was okay, nothing extraordinary.",NEUTRAL,0.79
2024-07-24 23:39:00,This purchase was neither good nor bad.,NEUTRAL,0.9
2024-11-02 17:59:00,I will never buy from this company again.,NEGATIVE,0.76
2024-03-13 22:42:00,I will never buy from this company again.,NEGATIVE,0.74
2024-03-12 05:38:00,This purchase was neither good nor bad.,NEUTRAL,0.87
2024-08-29 17:08:00,"Amazing experience, I loved every bit of it.",POSITIVE,0.94
2024-07-12 15:37:00,"Terrible experience, I want a refund.",NEGATIVE,0.82
2024-11-14 23:40:00,Unacceptable experience overall.,NEGATIVE,0.71
2024-03-11 22:04:00,"Horrible service, needs improvement.",NEGATIVE,0.74
2024-05-07 23:04:00,"I might consider buying again, not sure.",NEUTRAL,0.85
2024-07-21 20:32:00,"Poor quality, not worth the money.",NEGATIVE,0.66
2024-03-19 04:26:00,Unacceptable experience overall.,NEGATIVE,0.83
2024-11-02 21:13:00,"Horrible service, needs improvement.",NEGATIVE,0.75
2024-05-19 11:56:00,"Poor quality, not worth the money.",NEGATIVE,0.82
2024-10-27 15:58:00,I'm so happy with this!,POSITIVE,0.93
2024-07-01 16:24:00,This is the best purchase I've made this year.,POSITIVE,0.97
2024-03-21 12:02:00,"An average product, nothing to rave about.",NEUTRAL,0.82
2024-08-07 18:49:00,"Customer service was decent, could be better.",NEUTRAL,0.78
2024-08-29 12:52:00,This is the best purchase I've made this year.,POSITIVE,0.89
2024-03-12 12:48:00,"I might consider buying again, not sure.",NEUTRAL,0.77
2024-02-11 12:06:00,"It's fine, does the job.",NEUTRAL,0.83
2024-10-23 10:45:00,"Poor quality, not worth the money.",NEGATIVE,0.73
2024-06-14 05:00:00,"Terrible experience, I want a refund.",NEGATIVE,0.85
2024-03-21 00:49:00,This is the best purchase I've made this year.,POSITIVE,0.87
2024-04-20 11:29:00,"Top-notch, I'm very satisfied.",POSITIVE,0.91
2024-08-15 23:35:00,Customer service was unhelpful and rude.,NEGATIVE,0.81
2024-06-18 04:14:00,"An average product, nothing to rave about.",NEUTRAL,0.81
2024-06-27 01:52:00,I will definitely recommend this to others.,POSITIVE,0.86
2024-07-17 22:28:00,"An average product, nothing to rave about.",NEUTRAL,0.88
2024-12-03 01:38:00,Superb quality and value for money.,POSITIVE,0.85
2024-07-30 18:18:00,"Top-notch, I'm very satisfied.",POSITIVE,0.93
2024-03-03 20:49:00,One star for the terrible support team.,NEGATIVE,0.73
2024-10-24 22:23:00,I'm very disappointed with this.,NEGATIVE,0.73
2024-08-29 15:45:00,This product did not meet my expectations.,NEGATIVE,0.8
2024-06-26 22:24:00,This purchase was neither good nor bad.,NEUTRAL,0.8
2024-09-30 13:38:00,This purchase was neither good nor bad.,NEUTRAL,0.77
2024-08-24 08:21:00,"Horrible service, needs improvement.",NEGATIVE,0.79
2024-07-21 12:26:00,I'm so happy with this!,POSITIVE,0.91
2024-05-06 08:55:00,"An average product, nothing to rave about.",NEUTRAL,0.85
2024-10-22 11:01:00,"It's fine, does the job.",NEUTRAL,0.78
2024-04-11 09:45:00,"Brilliant service, keep up the good work!",POSITIVE,0.86
2024-03-31 02:57:00,Unacceptable experience overall.,NEGATIVE,0.67
2024-02-17 21:42:00,I will definitely recommend this to others.,POSITIVE,0.92
2024-01-01 20:32:00,"Customer service was decent, could be better.",NEUTRAL,0.86
2024-05-04 03:43:00,I'm very disappointed with this.,NEGATIVE,0.84
2024-12-11 21:31:00,"Poor quality, not worth the money.",NEGATIVE,0.83
2024-08-07 03:13:00,"Horrible service, needs improvement.",NEGATIVE,0.73
2024-05-09 10:27:00,"Customer service was decent, could be better.",NEUTRAL,0.77
2024-08-20 05:32:00,"An average product, nothing to rave about.",NEUTRAL,0.8
2024-01-23 17:27:00,This is the best purchase I've made this year.,POSITIVE,0.91
2024-09-08 19:13:00,"It's fine, does the job.",NEUTRAL,0.89
2024-12-27 23:36:00,"Terrible experience, I want a refund.",NEGATIVE,0.71
2024-03-02 07:25:00,"Top-notch, I'm very satisfied.",POSITIVE,0.85
2024-01-28 01:33:00,"It's fine, does the job.",NEUTRAL,0.88
2024-09-17 19:29:00,Superb quality and value for money.,POSITIVE,0.91
2024-07-01 13:27:00,This is the best purchase I've made this year.,POSITIVE,0.94
2024-06-09 05:05:00,Five stars for the excellent support team!,POSITIVE,0.98
2024-06-29 06:58:00,"I might consider buying again, not sure.",NEUTRAL,0.87
2024-02-10 19:00:00,"Poor quality, not worth the money.",NEGATIVE,0.72
2024-05-20 07:02:00,"Horrible service, needs improvement.",NEGATIVE,0.66
2024-01-14 02:47:00,"Poor quality, not worth the money.",NEGATIVE,0.72
2024-10-29 11:14:00,"I might consider buying again, not sure.",NEUTRAL,0.82
2024-10-06 00:13:00,This is the best purchase I've made this year.,POSITIVE,0.9
2024-09-25 04:25:00,"The product was okay, nothing extraordinary.",NEUTRAL,0.88
2024-07-04 18:03:00,"Neutral experience, met basic expectations.",NEUTRAL,0.85
2024-12-24 00:29:00,"The product was okay, nothing extraordinary.",NEUTRAL,0.79
2024-05-09 02:13:00,I'm very disappointed with this.,NEGATIVE,0.74
2024-07-29 11:48:00,"Average experience, not bad but not great.",NEUTRAL,0.81
2024-03-24 09:37:00,"Average experience, not bad but not great.",NEUTRAL,0.81
2024-01-09 09:42:00,"Neutral experience, met basic expectations.",NEUTRAL,0.8
2024-07-16 02:00:00,I will never buy from this company again.,NEGATIVE,0.69
2024-05-24 01:38:00,"Customer service was fantastic, very helpful.",POSITIVE,0.88
2024-10-13 09:33:00,Unacceptable experience overall.,NEGATIVE,0.67
2024-05-14 22:31:00,Unacceptable experience overall.,NEGATIVE,0.81
2024-08-31 06:45:00,"I might consider buying again, not sure.",NEUTRAL,0.83
2024-11-26 03:58:00,"It's fine, does the job.",NEUTRAL,0.88
2024-05-22 17:45:00,This is the best purchase I've made this year.,POSITIVE,0.95
2024-04-14 22:16:00,"The product was okay, nothing extraordinary.",NEUTRAL,0.85
2024-08-09 03:45:00,Superb quality and value for money.,POSITIVE,0.88
2024-12-08 10:02:00,"Top-notch, I'm very satisfied.",POSITIVE,0.95
2024-06-19 05:45:00,Nothing special about this product.,NEUTRAL,0.81
2024-03-12 21:56:00,"Average experience, not bad but not great.",NEUTRAL,0.84
2024-06-29 21:01:00,"Brilliant service, keep up the good work!",POSITIVE,0.91
2024-10-04 16:30:00,"Customer service was decent, could be better.",NEUTRAL,0.88
2024-12-18 05:19:00,"Neutral experience, met basic expectations.",NEUTRAL,0.85
2024-10-11 08:29:00,"Brilliant service, keep up the good work!",POSITIVE,0.9
2024-04-02 10:47:00,"Terrible experience, I want a refund.",NEGATIVE,0.76
2024-07-14 05:06:00,"Customer service was fantastic, very helpful.",POSITIVE,0.92
2024-11-12 01:17:00,"Top-notch, I'm very satisfied.",POSITIVE,0.98
2024-07-30 08:16:00,One star for the terrible support team.,NEGATIVE,0.65
2024-07-17 20:58:00,Nothing special about this product.,NEUTRAL,0.79
2024-08-11 01:48:00,"Neutral experience, met basic expectations.",NEUTRAL,0.87
2024-10-26 22:47:00,"Poor quality, not worth the money.",NEGATIVE,0.66
2024-07-14 19:33:00,I will never buy from this company again.,NEGATIVE,0.73
2024-06-25 17:01:00,This is the worst purchase I've made this year.,NEGATIVE,0.75
2024-07-31 20:29:00,Nothing special about this product.,NEUTRAL,0.85
2024-01-16 04:55:00,"Average experience, not bad but not great.",NEUTRAL,0.79
2024-10-01 17:25:00,"Top-notch, I'm very satisfied.",POSITIVE,0.98
2024-10-18 00:15:00,"It's fine, does the job.",NEUTRAL,0.86
2024-10-12 18:40:00,"Customer service was decent, could be better.",NEUTRAL,0.86
2024-02-13 20:08:00,I'm so happy with this!,POSITIVE,0.86
2024-03-24 09:18:00,"Neutral experience, met basic expectations.",NEUTRAL,0.88
2024-10-30 07:04:00,One star for the terrible support team.,NEGATIVE,0.82
2024-02-04 00:50:00,This is the best purchase I've made this year.,POSITIVE,0.92
2024-07-19 12:14:00,"Poor quality, not worth the money.",NEGATIVE,0.71
2024-07-15 00:09:00,One star for the terrible support team.,NEGATIVE,0.79
2024-03-18 05:37:00,Superb quality and value for money.,POSITIVE,0.89
2024-01-13 21:36:00,This purchase was neither good nor bad.,NEUTRAL,0.79
2024-09-02 03:48:00,Five stars for the excellent support team!,POSITIVE,0.88
2024-03-30 00:01:00,I'm so happy with this!,POSITIVE,0.87
2024-07-07 18:25:00,"I might consider buying again, not sure.",NEUTRAL,0.77
2024-10-19 03:07:00,"Brilliant service, keep up the good work!",POSITIVE,0.93
2024-10-25 02:33:00,Superb quality and value for money.,POSITIVE,0.89
2024-12-22 16:06:00,This is the worst purchase I've made this year.,NEGATIVE,0.82
2024-12-01 03:22:00,"Amazing experience, I loved every bit of it.",POSITIVE,0.9
2024-06-20 13:40:00,"Terrible experience, I want a refund.",NEGATIVE,0.69
2024-05-31 04:14:00,One star for the terrible support team.,NEGATIVE,0.74
2024-08-06 09:31:00,"Average experience, not bad but not great.",NEUTRAL,0.8
2024-02-21 17:02:00,"Poor quality, not worth the money.",NEGATIVE,0.82
2024-08-02 23:24:00,Customer service was unhelpful and rude.,NEGATIVE,0.81
2024-05-02 10:24:00,I'm very disappointed with this.,NEGATIVE,0.82
2024-04-29 06:12:00,"Average experience, not bad but not great.",NEUTRAL,0.79
2024-06-05 07:24:00,One star for the terrible support team.,NEGATIVE,0.71
2024-06-20 12:05:00,"Top-notch, I'm very satisfied.",POSITIVE,0.85
2024-04-10 22:15:00,Unacceptable experience overall.,NEGATIVE,0.8
2024-02-18 11:34:00,This purchase was neither good nor bad.,NEUTRAL,0.84
2024-02-20 01:00:00,"An average product, nothing to rave about.",NEUTRAL,0.8
2024-11-27 02:15:00,"An average product, nothing to rave about.",NEUTRAL,0.88
2024-11-22 08:38:00,"Neutral experience, met basic expectations.",NEUTRAL,0.81
2024-02-03 19:21:00,This is the best purchase I've made this year.,POSITIVE,0.89
2024-09-03 00:01:00,I will definitely recommend this to others.,POSITIVE,0.98
2024-01-02 16:54:00,"It's fine, does the job.",NEUTRAL,0.78
2024-11-07 10:22:00,I will never buy from this company again.,NEGATIVE,0.79
2024-03-12 05:25:00,"Poor quality, not worth the money.",NEGATIVE,0.74
2024-11-11 01:27:00,"It's fine, does the job.",NEUTRAL,0.79
2024-06-26 12:27:00,This product did not meet my expectations.,NEGATIVE,0.65
2024-08-29 08:00:00,Superb quality and value for money.,POSITIVE,0.89
2024-11-30 22:03:00,"Average experience, not bad but not great.",NEUTRAL,0.8
2024-02-02 09:48:00,One star for the terrible support team.,NEGATIVE,0.66
2024-03-19 04:47:00,"Terrible experience, I want a refund.",NEGATIVE,0.73
2024-01-28 14:57:00,This product did not meet my expectations.,NEGATIVE,0.81
2024-12-21 15:59:00,"Customer service was fantastic, very helpful.",POSITIVE,0.89
2024-02-21 05:52:00,"I might consider buying again, not sure.",NEUTRAL,0.81
2024-11-27 06:23:00,Unacceptable experience overall.,NEGATIVE,0.74
2024-10-05 21:41:00,"It's fine, does the job.",NEUTRAL,0.76
2024-07-17 13:51:00,I'm very disappointed with this.,NEGATIVE,0.75
2024-01-18 18:00:00,"The product was okay, nothing extraordinary.",NEUTRAL,0.86
2024-03-14 03:50:00,"Brilliant service, keep up the good work!",POSITIVE,0.99
2024-02-25 18:06:00,I'm so happy with this!,POSITIVE,0.98
2024-07-18 14:55:00,Five stars for the excellent support team!,POSITIVE,0.98
2024-09-13 11:16:00,This is the worst purchase I've made this year.,NEGATIVE,0.76
2024-04-01 19:28:00,One star for the terrible support team.,NEGATIVE,0.73
2024-02-25 21:07:00,Unacceptable experience overall.,NEGATIVE,0.74
2024-01-26 15:08:00,"Horrible service, needs improvement.",NEGATIVE,0.84
2024-12-02 22:15:00,"An average product, nothing to rave about.",NEUTRAL,0.81
2024-08-31 08:53:00,"Top-notch, I'm very satisfied.",POSITIVE,0.91
2024-12-26 11:19:00,"Top-notch, I'm very satisfied.",POSITIVE,0.97
2024-04-05 22:47:00,Unacceptable experience overall.,NEGATIVE,0.69
2024-02-01 21:51:00,"It's fine, does the job.",NEUTRAL,0.8
2024-04-13 07:56:00,Superb quality and value for money.,POSITIVE,0.98
2024-09-14 13:04:00,"Average experience, not bad but not great.",NEUTRAL,0.75
2024-12-07 15:52:00,"I might consider buying again, not sure.",NEUTRAL,0.84
2024-04-15 10:35:00,"An average product, nothing to rave about.",NEUTRAL,0.83
2024-11-07 02:45:00,"The service was acceptable, nothing more.",NEUTRAL,0.85
2024-02-04 09:30:00,Customer service was unhelpful and rude.,NEGATIVE,0.78
2024-05-26 17:25:00,"Poor quality, not worth the money.",NEGATIVE,0.81
2024-12-05 21:43:00,This is the worst purchase I've made this year.,NEGATIVE,0.75
2024-03-17 19:30:00,"The product was okay, nothing extraordinary.",NEUTRAL,0.86
2024-11-14 20:41:00,"Customer service was decent, could be better.",NEUTRAL,0.85
2024-11-01 19:31:00,"It's fine, does the job.",NEUTRAL,0.83
2024-02-24 13:02:00,"Customer service was decent, could be better.",NEUTRAL,0.85
2024-01-27 13:31:00,"Amazing experience, I loved every bit of it.",POSITIVE,0.97
2024-01-17 14:18:00,Unacceptable experience overall.,NEGATIVE,0.65
2024-12-05 16:30:00,This is the best purchase I've made this year.,POSITIVE,0.92
2024-12-28 00:03:00,"Customer service was decent, could be better.",NEUTRAL,0.77
2024-05-17 00:05:00,This is the worst purchase I've made this year.,NEGATIVE,0.8
2024-05-21 02:17:00,This is the worst purchase I've made this year.,NEGATIVE,0.84
2024-07-27 20:04:00,Five stars for the excellent support team!,POSITIVE,0.96
2024-07-01 18:28:00,"I might consider buying again, not sure.",NEUTRAL,0.79
2024-11-22 21:53:00,"It's fine, does the job.",NEUTRAL,0.78
2024-06-17 05:28:00,I'm very disappointed with this.,NEGATIVE,0.77
2024-04-04 23:37:00,"Top-notch, I'm very satisfied.",POSITIVE,0.9
2024-12-28 03:20:00,Superb quality and value for money.,POSITIVE,0.97
2024-01-05 13:53:00,"Poor quality, not worth the money.",NEGATIVE,0.66
2024-07-11 08:02:00,"Average experience, not bad but not great.",NEUTRAL,0.83
2024-10-26 01:17:00,"It's fine, does the job.",NEUTRAL,0.79
2024-05-21 23:42:00,"It's fine, does the job.",NEUTRAL,0.79
2024-08-26 00:43:00,"An average product, nothing to rave about.",NEUTRAL,0.88
2024-06-12 02:13:00,"Brilliant service, keep up the good work!",POSITIVE,0.85
2024-03-16 14:32:00,"Brilliant service, keep up the good work!",POSITIVE,0.86
2024-11-13 22:18:00,This is the best purchase I've made this year.,POSITIVE,0.87
2024-02-26 22:58:00,"Top-notch, I'm very satisfied.",POSITIVE,0.97
2024-02-15 09:42:00,"Customer service was fantastic, very helpful.",POSITIVE,0.86
2024-11-03 16:33:00,"Terrible experience, I want a refund.",NEGATIVE,0.72
2024-11-30 05:24:00,"Brilliant service, keep up the good work!",POSITIVE,0.9
2024-04-06 17:38:00,One star for the terrible support team.,NEGATIVE,0.73
2024-08-10 13:05:00,"I might consider buying again, not sure.",NEUTRAL,0.77
2024-07-23 10:41:00,The product exceeded my expectations!,POSITIVE,0.93
2024-07-25 21:44:00,"Poor quality, not worth the money.",NEGATIVE,0.68
2024-08-13 19:49:00,"The product was okay, nothing extraordinary.",NEUTRAL,0.75
2024-03-17 07:08:00,"An average product, nothing to rave about.",NEUTRAL,0.88
2024-03-01 21:43:00,I'm so happy with this!,POSITIVE,0.89
2024-06-18 17:21:00,"The service was acceptable, nothing more.",NEUTRAL,0.8
2024-09-22 12:50:00,"An average product, nothing to rave about.",NEUTRAL,0.79
2024-01-04 06:26:00,"Average experience, not bad but not great.",NEUTRAL,0.79
2024-04-05 02:31:00,"The service was acceptable, nothing more.",NEUTRAL,0.9
2024-12-16 20:12:00,"Terrible experience, I want a refund.",NEGATIVE,0.81
2024-10-10 21:45:00,I'm very disappointed with this.,NEGATIVE,0.69
2024-12-04 11:38:00,"Horrible service, needs improvement.",NEGATIVE,0.69
2024-02-24 19:26:00,"Neutral experience, met basic expectations.",NEUTRAL,0.82
2024-06-05 19:38:00,"Customer service was fantastic, very helpful.",POSITIVE,0.93
2024-05-01 11:32:00,"It's fine, does the job.",NEUTRAL,0.81
2024-06-16 01:05:00,"Amazing experience, I loved every bit of it.",POSITIVE,0.98
2024-03-10 17:15:00,I'm very disappointed with this.,NEGATIVE,0.78
2024-05-21 07:09:00,"Neutral experience, met basic expectations.",NEUTRAL,0.84
2024-06-01 01:44:00,"Average experience, not bad but not great.",NEUTRAL,0.84
2024-05-22 14:59:00,"It's fine, does the job.",NEUTRAL,0.85
2024-01-19 05:05:00,"Amazing experience, I loved every bit of it.",POSITIVE,0.91
2024-12-07 12:51:00,Superb quality and value for money.,POSITIVE,0.95
2024-03-30 10:49:00,This is the worst purchase I've made this year.,NEGATIVE,0.83
2024-11-04 01:06:00,This purchase was neither good nor bad.,NEUTRAL,0.88
2024-08-04 00:16:00,"Amazing experience, I loved every bit of it.",POSITIVE,0.97
2024-05-08 04:32:00,This product did not meet my expectations.,NEGATIVE,0.73
2024-08-16 20:54:00,"Average experience, not bad but not great.",NEUTRAL,0.8
2024-10-22 15:03:00,I'm very disappointed with this.,NEGATIVE,0.79
2024-12-22 10:35:00,"Neutral experience, met basic expectations.",NEUTRAL,0.9
2024-01-12 18:14:00,"Amazing experience, I loved every bit of it.",POSITIVE,0.94
2024-02-29 06:39:00,"Horrible service, needs improvement.",NEGATIVE,0.75
2024-11-25 02:10:00,"Terrible experience, I want a refund.",NEGATIVE,0.81
2024-05-15 14:21:00,"Terrible experience, I want a refund.",NEGATIVE,0.65
2024-03-22 19:25:00,"Average experience, not bad but not great.",NEUTRAL,0.83
2024-05-15 07:08:00,"Average experience, not bad but not great.",NEUTRAL,0.89
2024-11-16 07:41:00,"Customer service was decent, could be better.",NEUTRAL,0.82
2024-05-21 01:05:00,"Terrible experience, I want a refund.",NEGATIVE,0.84
2024-12-27 17:49:00,This is the worst purchase I've made this year.,NEGATIVE,0.71
2024-07-03 18:38:00,"It's fine, does the job.",NEUTRAL,0.76
2024-06-25 22:47:00,"Customer service was decent, could be better.",NEUTRAL,0.76
2024-01-05 23:59:00,Five stars for the excellent support team!,POSITIVE,0.97
2024-04-22 20:05:00,"I might consider buying again, not sure.",NEUTRAL,0.8
2024-12-18 10:04:00,Five stars for the excellent support team!,POSITIVE,0.9
2024-03-26 06:30:00,"Brilliant service, keep up the good work!",POSITIVE,0.88
2024-02-22 07:58:00,"An average product, nothing to rave about.",NEUTRAL,0.76
2024-08-17 16:19:00,The product exceeded my expectations!,POSITIVE,0.96
2024-07-26 10:19:00,Five stars for the excellent support team!,POSITIVE,0.98
2024-08-31 09:42:00,Customer service was unhelpful and rude.,NEGATIVE,0.73
2024-06-09 02:58:00,"Poor quality, not worth the money.",NEGATIVE,0.84
2024-05-25 19:54:00,This product did not meet my expectations.,NEGATIVE,0.73
2024-04-03 17:22:00,I will never buy from this company again.,NEGATIVE,0.65
2024-05-19 03:33:00,Nothing special about this product.,NEUTRAL,0.76
2024-12-01 02:47:00,"An average product, nothing to rave about.",NEUTRAL,0.89
2024-04-22 05:22:00,This is the best purchase I've made this year.,POSITIVE,0.96
2024-01-17 13:08:00,Five stars for the excellent support team!,POSITIVE,0.89
2024-07-25 10:53:00,"Neutral experience, met basic expectations.",NEUTRAL,0.9
2024-06-23 14:45:00,This is the worst purchase I've made this year.,NEGATIVE,0.83
2024-03-20 23:14:00,Customer service was unhelpful and rude.,NEGATIVE,0.72
2024-07-18 23:22:00,"Terrible experience, I want a refund.",NEGATIVE,0.72
2024-12-25 21:02:00,I will definitely recommend this to others.,POSITIVE,0.88
2024-05-26 15:12:00,"Amazing experience, I loved every bit of it.",POSITIVE,0.85
2024-03-07 09:16:00,"Horrible service, needs improvement.",NEGATIVE,0.79
